VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2021-03-01 00:52:30,2021-03-01 01:33:32,1,22.40,1,N,132,17,2,62.5,0.5,0.5,0,0,0.3,63.8,0
2,2021-03-01 00:13:07,2021-03-01 00:32:41,1,4.06,1,N,25,85,2,16,0.5,0.5,0,0,0.3,17.3,0
1,2021-03-01 00:02:33,2021-03-01 00:17:26,1,5.00,1,N,209,100,1,17.5,3,0.5,4.25,0,0.3,25.55,2.5
1,2021-03-01 00:24:09,2021-03-01 00:50:03,1,6.90,1,N,230,152,4,25,3,0.5,0,0,0.3,28.8,2.5
2,2021-03-01 00:02:55,2021-03-01 00:18:46,2,4.69,1,N,48,232,1,16.5,0.5,0.5,0,0,0.3,20.3,2.5
2,2021-03-01 22:39:18,2021-03-01 23:59:40,1,.00,5,N,132,71,1,65,0,0,0,0,0,65,0
2,2021-03-01 00:07:34,2021-03-01 00:18:17,1,7.53,1,N,138,256,1,21.5,0.5,0.5,3,0,0.3,25.8,0
2,2021-03-01 00:08:20,2021-03-01 00:26:38,1,12.06,1,N,138,132,2,32.5,0.5,0.5,0,0,0.3,33.8,0
1,2021-03-01 00:12:36,2021-03-01 00:28:08,0,8.40,1,N,138,233,1,24.5,3,0.5,6.85,6.12,0.3,41.27,2.5
1,2021-03-01 00:06:04,2021-03-01 00:10:49,1,1.10,1,N,161,186,1,6,3,0.5,0,0,0.3,9.8,2.5
1,2021-03-01 00:05:23,2021-03-01 00:10:41,1,1.50,1,N,233,141,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,2021-03-01 00:16:31,2021-03-01 00:28:15,1,3.80,1,N,141,179,1,13,3,0.5,0,0,0.3,16.8,2.5
2,2021-03-01 00:12:27,2021-03-01 00:41:02,2,17.67,2,N,132,137,2,52,0,0.5,0,0,0.3,55.3,2.5
2,2021-03-01 00:35:33,2021-03-01 00:35:52,1,.00,2,N,42,42,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,2021-03-01 00:36:13,2021-03-01 00:40:37,1,.93,1,N,230,163,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2021-03-01 00:10:46,2021-03-01 00:15:04,2,.60,1,N,140,141,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,2021-03-01 00:02:56,2021-03-01 00:17:53,1,4.74,1,N,79,143,1,16,0.5,0.5,4.95,0,0.3,24.75,2.5
2,2021-03-01 00:55:32,2021-03-01 01:01:16,2,1.45,1,N,186,249,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5
1,2021-03-01 00:02:07,2021-03-01 00:16:21,1,8.10,1,N,138,141,1,23,3,0.5,5.35,0,0.3,32.15,2.5
1,2021-03-01 00:24:49,2021-03-01 00:31:11,1,1.50,1,N,75,151,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,2021-03-01 00:12:02,2021-03-01 00:25:46,1,10.13,1,N,138,66,1,28,0.5,0.5,7.33,0,0.3,36.63,0
2,2021-03-01 00:44:46,2021-03-01 01:07:39,1,14.80,1,N,132,226,1,40.5,0.5,0.5,8.36,0,0.3,50.16,0
2,2021-03-01 00:06:42,2021-03-01 00:25:13,1,16.81,2,N,132,256,1,52,0,0.5,5,0,0.3,57.8,0
1,2021-03-01 00:00:41,2021-03-01 00:04:09,1,1.30,1,N,68,48,1,6,3,0.5,2.45,0,0.3,12.25,2.5
2,2021-03-01 00:49:36,2021-03-01 01:19:36,1,11.29,1,N,132,61,1,34.5,0.5,0.5,5,0,0.3,40.8,0
2,2021-03-01 00:14:25,2021-03-01 00:30:04,1,7.53,1,N,138,37,1,22.5,0.5,0.5,4.76,0,0.3,28.56,0
2,2021-03-01 00:11:02,2021-03-01 00:11:08,1,.00,5,N,228,228,1,48,0,0,9.66,0,0.3,57.96,0
1,2021-03-01 00:16:06,2021-03-01 00:36:46,2,10.00,1,N,138,142,1,29.5,3,0.5,1,6.12,0.3,40.42,2.5
2,2021-03-01 00:47:01,2021-03-01 00:47:29,1,.00,5,N,265,265,1,180,0,0,0,0,0.3,180.3,0
2,2021-03-01 00:20:27,2021-03-01 00:45:12,3,15.52,1,N,132,64,1,41.5,0.5,0.5,10.7,0,0.3,53.5,0
2,2021-03-01 00:16:06,2021-03-01 00:27:58,1,8.47,1,N,70,170,1,24,0.5,0.5,1.5,6.12,0.3,35.42,2.5
2,2021-03-01 00:32:39,2021-03-01 00:37:28,1,1.42,1,N,170,48,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2021-03-01 00:46:33,2021-03-01 00:55:44,1,3.85,1,N,170,148,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,2021-03-01 00:37:42,2021-03-01 00:47:27,1,2.88,1,N,162,114,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2021-03-01 00:00:51,2021-03-01 00:12:52,1,3.82,1,N,100,238,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,2021-03-01 00:27:04,2021-03-01 00:33:42,1,1.73,1,N,142,186,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2021-03-01 00:55:36,2021-03-01 01:22:13,1,18.89,2,N,132,231,1,52,0,0.5,11.06,0,0.3,66.36,2.5
2,2021-03-01 00:22:34,2021-03-01 00:44:30,1,15.44,1,N,70,261,1,41,0.5,0.5,10.18,6.12,0.3,61.1,2.5
2,2021-03-01 00:55:53,2021-03-01 01:11:21,1,13.30,4,N,132,265,1,33,0.5,0.5,6.86,0,0.3,41.16,0
2,2021-03-01 00:05:04,2021-03-01 00:30:00,1,18.54,1,N,132,49,1,49.5,0.5,0.5,0,0,0.3,50.8,0
2,2021-03-01 00:01:31,2021-03-01 00:18:34,1,8.68,1,N,138,263,1,25.5,0.5,0.5,5,9.5,0.3,43.8,2.5
2,2021-03-01 00:26:13,2021-03-01 00:40:15,1,7.23,1,N,138,130,1,21.5,0.5,0.5,4.56,0,0.3,27.36,0
1,2021-03-01 00:37:19,2021-03-01 01:02:33,1,10.10,1,N,114,244,1,31.5,3,0.5,10.55,0,0.3,45.85,2.5
2,2021-03-01 00:25:49,2021-03-01 00:51:14,1,20.53,2,N,132,113,1,52,0,0.5,11.06,0,0.3,66.36,2.5
1,2021-03-01 00:30:45,2021-03-01 00:40:06,2,2.10,1,N,79,87,1,9,3,0.5,2.55,0,0.3,15.35,2.5
1,2021-03-01 00:56:46,2021-03-01 01:06:23,2,2.50,1,Y,79,261,1,10,3,0.5,0,0,0.3,13.8,2.5
2,2021-03-01 00:11:43,2021-03-01 00:22:44,1,2.34,1,N,116,151,1,9.5,0.5,0.5,0,0,0.3,10.8,0
2,2021-03-01 00:49:17,2021-03-01 01:08:37,1,6.55,1,N,41,78,1,21,0.5,0.5,0,0,0.3,22.3,0
1,2021-03-01 00:49:18,2021-03-01 00:49:39,1,1.30,5,N,226,226,4,0,0,0,0,0,0.3,0.3,0
1,2021-03-01 00:10:14,2021-03-01 00:40:57,1,18.20,2,N,132,114,2,52,2.5,0.5,0,6.12,0.3,61.42,2.5
2,2021-03-01 01:14:38,2021-03-01 01:29:05,1,3.02,1,N,238,42,2,13,0.5,0.5,0,0,0.3,14.3,0
2,2021-03-01 01:01:56,2021-03-01 01:21:08,1,5.83,1,N,264,223,1,20,0.5,0.5,3,0,0.3,26.8,2.5
1,2021-03-01 01:10:17,2021-03-01 01:28:40,1,7.20,1,N,137,189,1,23,3,0.5,4,0,0.3,30.8,2.5
1,2021-03-01 01:26:22,2021-03-01 01:30:45,1,.70,1,N,137,170,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,2021-03-01 01:55:17,2021-03-01 02:30:21,1,12.80,1,N,132,188,2,39,0.5,0.5,0,0,0.3,40.3,0
2,2021-03-01 01:29:10,2021-03-01 01:37:54,1,2.11,1,N,238,152,2,9,0.5,0.5,0,0,0.3,10.3,0
2,2021-03-01 01:48:51,2021-03-01 01:54:47,5,2.18,1,N,143,166,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2021-03-01 01:50:52,2021-03-01 01:53:55,1,.74,1,N,230,50,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,2021-03-01 01:40:04,2021-03-01 01:57:03,2,6.86,1,N,132,197,2,21.5,0.5,0.5,0,0,0.3,22.8,0
1,2021-03-01 01:42:34,2021-03-01 01:48:40,3,1.30,1,N,186,230,3,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2021-03-01 01:13:52,2021-03-01 01:22:18,1,3.10,1,N,79,140,2,10.5,3,0.5,0,0,0.3,14.3,2.5
1,2021-03-01 01:09:50,2021-03-01 01:16:31,1,2.40,1,N,163,145,2,9,3,0.5,0,0,0.3,12.8,2.5
2,2021-03-01 01:34:27,2021-03-01 01:38:18,1,1.41,1,N,163,164,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2021-03-01 01:31:57,2021-03-01 01:33:53,1,.19,1,N,25,106,2,3,0.5,0.5,0,0,0.3,4.3,0
1,2021-03-01 01:05:30,2021-03-01 01:11:15,2,1.10,1,Y,170,100,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2021-03-01 01:55:52,2021-03-01 02:01:13,1,1.10,1,N,264,264,2,6,0.5,0.5,0,0,0.3,7.3,0
2,2021-03-01 01:16:15,2021-03-01 01:20:10,1,.70,1,N,169,47,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,2021-03-01 01:59:54,2021-03-01 02:03:48,1,.99,1,N,186,230,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2021-03-01 01:25:26,2021-03-01 02:11:19,2,27.30,1,N,68,222,2,73.5,0.5,0.5,0,0,0.3,77.3,2.5
2,2021-03-01 01:15:11,2021-03-01 01:31:51,1,4.95,1,N,68,33,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5
2,2021-03-01 01:52:08,2021-03-01 01:56:22,1,.90,1,N,230,48,1,5,0.5,0.5,2,0,0.3,10.8,2.5
1,2021-03-01 01:16:02,2021-03-01 01:18:09,1,.30,1,N,90,186,2,3.5,3,0.5,0,0,0.3,7.3,2.5
1,2021-03-01 01:31:02,2021-03-01 01:36:19,1,1.90,1,N,186,142,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,2021-03-01 01:24:47,2021-03-01 01:48:24,1,12.60,1,N,148,169,2,35.5,3,0.5,0,0,0.3,39.3,2.5
2,2021-03-01 01:24:26,2021-03-01 01:40:42,2,5.34,1,N,68,74,1,17.5,0.5,0.5,5.32,0,0.3,26.62,2.5
2,2021-03-01 01:22:24,2021-03-01 01:29:48,1,1.94,1,N,137,140,1,8,0.5,0.5,4,0,0.3,15.8,2.5
2,2021-03-01 01:26:19,2021-03-01 01:46:30,1,7.30,1,N,68,244,2,22.5,0.5,0.5,0,0,0.3,26.3,2.5
1,2021-03-01 01:56:59,2021-03-01 02:07:50,3,4.10,1,N,140,168,1,13.5,3,0.5,0.03,0,0.3,17.33,2.5
2,2021-03-01 01:13:12,2021-03-01 01:29:01,1,4.94,1,N,186,41,1,16,0.5,0.5,2.2,0,0.3,22,2.5
2,2021-03-01 01:32:16,2021-03-01 01:33:31,1,.06,1,N,41,41,2,3,0.5,0.5,0,0,0.3,4.3,0
2,2021-03-01 01:08:12,2021-03-01 01:23:02,2,3.16,1,N,186,144,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2021-03-01 01:21:33,2021-03-01 01:52:44,1,20.36,2,N,132,238,1,52,0,0.5,10,6.12,0.3,71.42,2.5
1,2021-03-01 01:02:02,2021-03-01 01:11:13,1,2.40,1,N,229,234,1,9.5,3,0.5,3.3,0,0.3,16.6,2.5
1,2021-03-01 01:16:01,2021-03-01 01:17:40,1,.20,1,N,90,186,1,3.5,3,0.5,2.15,0,0.3,9.45,2.5
1,2021-03-01 01:52:00,2021-03-01 02:06:39,1,3.90,1,N,143,114,2,14.5,3,0.5,0,0,0.3,18.3,2.5
2,2021-03-01 01:17:46,2021-03-01 01:20:23,1,.88,1,N,141,263,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2021-03-01 01:42:35,2021-03-01 02:06:35,1,8.93,1,N,148,166,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5
2,2021-03-01 02:00:29,2021-03-01 02:33:03,6,9.61,1,N,48,61,2,31.5,0.5,0.5,0,0,0.3,35.3,2.5
1,2021-03-01 01:34:12,2021-03-01 02:02:55,1,.00,1,N,260,4,1,22.2,0,0.5,0,0,0.3,23,0
2,2021-03-01 01:24:54,2021-03-01 01:43:30,2,5.73,1,N,186,255,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5
1,2021-03-01 01:44:39,2021-03-01 01:55:25,1,2.60,1,N,249,209,2,10,3,0.5,0,0,0.3,13.8,2.5
2,2021-03-01 01:24:55,2021-03-01 01:46:34,1,13.58,1,N,132,7,1,37.5,0.5,0.5,7.76,0,0.3,46.56,0
1,2021-03-01 01:57:51,2021-03-01 02:05:40,1,2.70,1,N,137,141,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,2021-03-01 01:51:14,2021-03-01 02:04:02,2,3.30,1,N,75,142,1,13,3,0.5,3.2,0,0.3,20,2.5
1,2021-03-01 01:25:10,2021-03-01 01:41:46,1,7.40,1,N,186,244,1,22.5,3,0.5,5.25,0,0.3,31.55,2.5
2,2021-03-01 01:24:10,2021-03-01 01:45:31,1,11.51,1,N,132,82,2,33,0.5,0.5,0,0,0.3,34.3,0
1,2021-03-01 01:08:27,2021-03-01 01:32:35,1,11.50,1,N,234,94,2,32.5,3,0.5,0,0,0.3,36.3,2.5
2,2021-03-01 01:16:20,2021-03-01 01:28:58,5,2.04,1,N,141,143,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2021-03-01 01:45:31,2021-03-01 02:09:59,5,10.84,1,N,249,243,1,31,0.5,0.5,6.96,0,0.3,41.76,2.5
1,2021-03-01 01:10:51,2021-03-01 01:17:26,1,.80,1,N,148,148,1,6.5,3,0.5,0.7,0,0.3,11,2.5
1,2021-03-01 01:59:19,2021-03-01 02:14:49,1,4.60,1,N,261,189,1,16.5,3,0.5,3,0,0.3,23.3,2.5
2,2021-03-01 01:08:23,2021-03-01 01:20:44,1,3.46,1,N,79,161,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2021-03-01 01:09:42,2021-03-01 01:19:29,1,1.74,1,N,74,24,2,8.5,0.5,0.5,0,0,0.3,9.8,0
2,2021-03-01 01:16:19,2021-03-01 01:41:49,2,17.96,2,N,132,164,1,52,0,0.5,5,6.12,0.3,66.42,2.5
2,2021-03-01 01:24:19,2021-03-01 01:40:39,3,6.00,1,N,249,7,1,19,0.5,0.5,3,0,0.3,25.8,2.5
2,2021-03-01 01:36:57,2021-03-01 01:53:01,6,2.71,1,N,107,107,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
1,2021-03-01 01:02:56,2021-03-01 01:06:15,1,1.00,1,N,137,224,1,5.5,3,0.5,0.93,0,0.3,10.23,2.5
1,2021-03-01 01:11:53,2021-03-01 01:16:34,1,1.80,1,N,137,141,2,7,3,0.5,0,0,0.3,10.8,2.5
1,2021-03-01 01:47:27,2021-03-01 02:11:17,1,17.80,2,N,132,48,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5
1,2021-03-01 01:48:38,2021-03-01 01:48:38,1,.00,1,Y,132,264,2,47,0.5,0.5,0,6.12,0.3,54.42,0
1,2021-03-01 01:21:37,2021-03-01 01:25:07,1,1.00,1,N,68,48,1,5,3,0.5,2,0,0.3,10.8,2.5
1,2021-03-01 01:34:21,2021-03-01 01:44:53,1,3.10,1,N,186,79,2,11,3,0.5,0,0,0.3,14.8,2.5
1,2021-03-01 01:54:40,2021-03-01 01:54:45,1,3.10,1,N,90,90,4,2.5,3,0.5,0,0,0.3,6.3,2.5
2,2021-03-01 01:22:23,2021-03-01 01:41:11,2,7.89,1,N,232,75,1,24.5,0.5,0.5,0,0,0.3,25.8,0
2,2021-03-01 01:11:45,2021-03-01 01:26:01,1,8.90,1,N,162,235,2,25,0.5,0.5,0,0,0.3,28.8,2.5
2,2021-03-01 00:55:08,2021-03-01 00:58:13,2,1.30,1,N,79,137,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5
2,2021-03-01 01:25:02,2021-03-01 01:30:54,1,1.84,1,N,90,211,1,7.5,0.5,0.5,1.7,0,0.3,13,2.5
2,2021-03-01 01:28:57,2021-03-01 01:35:38,1,2.14,1,N,233,263,1,8.5,0.5,0.5,3.08,0,0.3,15.38,2.5
1,2021-03-01 01:46:35,2021-03-01 02:12:51,1,20.10,1,N,132,69,2,53.5,0.5,0.5,0,6.12,0.3,60.92,0
1,2021-03-01 01:29:34,2021-03-01 01:46:49,2,4.90,1,N,68,33,1,17,3,0.5,4.15,0,0.3,24.95,2.5
2,2021-03-01 01:13:16,2021-03-01 01:21:50,1,2.29,1,N,48,237,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2021-03-01 01:35:46,2021-03-01 01:41:23,1,1.94,1,N,237,75,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,2021-03-01 01:38:09,2021-03-01 01:38:55,1,.17,1,N,186,164,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,2021-03-01 01:45:24,2021-03-01 01:53:14,1,1.71,1,N,100,107,1,8,0.5,0.5,1.5,0,0.3,13.3,2.5
1,2021-03-01 01:15:33,2021-03-01 01:33:11,1,5.30,1,N,137,37,2,18,3,0.5,0,0,0.3,21.8,2.5
2,2021-03-01 01:13:39,2021-03-01 01:17:19,6,1.40,1,N,79,170,1,6,0.5,0.5,2,0,0.3,11.8,2.5
2,2021-03-01 01:02:53,2021-03-01 01:04:32,1,.47,1,N,90,230,1,3.5,0.5,0.5,1.46,0,0.3,8.76,2.5
1,2021-03-01 01:19:43,2021-03-01 01:33:53,1,3.10,1,N,48,262,1,12.5,3,0.5,2.5,0,0.3,18.8,2.5
1,2021-03-01 01:49:13,2021-03-01 01:59:04,1,2.40,1,Y,230,236,2,10,3,0.5,0,0,0.3,13.8,2.5
2,2021-03-01 01:20:19,2021-03-01 01:33:30,1,4.28,1,N,186,137,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,2021-03-01 01:19:22,2021-03-01 01:23:58,1,.47,1,N,24,166,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,2021-03-01 01:32:06,2021-03-01 01:58:12,1,6.76,1,N,238,223,2,23.5,0.5,0.5,0,0,0.3,27.3,2.5
2,2021-03-01 01:31:40,2021-03-01 01:34:26,1,.50,1,N,263,236,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2021-03-01 01:42:32,2021-03-01 01:44:13,1,.47,1,N,236,263,1,3.5,0.5,0.5,2.19,0,0.3,9.49,2.5
2,2021-03-01 01:24:07,2021-03-01 01:33:20,1,2.21,1,N,68,79,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
1,2021-03-01 01:13:37,2021-03-01 01:30:10,1,4.60,1,N,186,41,2,16.5,3,0.5,0,0,0.3,20.3,2.5
2,2021-03-01 01:12:42,2021-03-01 01:16:59,3,1.28,1,N,236,74,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,2021-03-01 01:32:03,2021-03-01 01:43:13,5,2.51,1,N,237,48,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2021-03-01 01:50:29,2021-03-01 02:10:26,3,6.75,1,N,100,189,1,21.5,0.5,0.5,5.06,0,0.3,30.36,2.5
1,2021-03-01 01:22:29,2021-03-01 01:23:52,0,.60,1,N,170,162,2,3.5,3,0.5,0,0,0.3,7.3,2.5
1,2021-03-01 01:29:07,2021-03-01 01:37:18,0,2.60,1,N,229,226,1,10,3,0.5,4.1,0,0.3,17.9,2.5
2,2021-03-01 01:08:57,2021-03-01 01:12:47,5,1.18,1,N,211,249,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,2021-03-01 01:28:40,2021-03-01 01:34:17,5,1.68,1,N,186,48,1,7,0.5,0.5,1,0,0.3,11.8,2.5
2,2021-03-01 01:41:59,2021-03-01 01:58:57,1,4.31,1,N,100,261,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,2021-03-01 01:21:17,2021-03-01 01:24:25,1,.86,1,N,68,48,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2021-03-01 01:05:43,2021-03-01 01:30:54,1,14.50,1,N,79,220,2,40.5,0.5,0.5,0,0,0.3,44.3,2.5
2,2021-03-01 01:36:35,2021-03-01 02:58:12,3,18.00,1,N,126,163,2,68,0.5,0.5,0,0,0.3,71.8,2.5
2,2021-03-01 01:30:42,2021-03-01 01:47:05,2,4.19,1,N,238,244,1,16,0.5,0.5,2,0,0.3,21.8,2.5
2,2021-03-01 01:59:46,2021-03-01 02:06:57,1,1.60,1,N,141,163,1,7.5,0.5,0.5,3.39,0,0.3,14.69,2.5
2,2021-03-01 01:25:18,2021-03-01 01:28:30,1,1.15,1,N,42,74,2,5,0.5,0.5,0,0,0.3,6.3,0
2,2021-03-01 01:35:57,2021-03-01 02:06:19,1,8.14,1,N,239,173,2,28,0.5,0.5,0,0,0.3,31.8,2.5
2,2021-03-01 01:05:28,2021-03-01 01:27:11,1,7.70,1,N,233,61,1,24.5,0.5,0.5,4,0,0.3,32.3,2.5
2,2021-03-01 01:24:46,2021-03-01 01:37:27,1,4.00,1,N,42,126,1,14,0.5,0.5,0,0,0.3,15.3,0
2,2021-03-01 01:15:15,2021-03-01 01:22:59,2,3.09,1,N,233,239,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
1,2021-03-01 01:21:36,2021-03-01 01:45:23,3,16.80,2,N,132,164,2,52,2.5,0.5,0,6.12,0.3,61.42,2.5
2,2021-03-01 01:16:31,2021-03-01 01:22:16,1,2.97,1,N,132,10,2,10,0.5,0.5,0,0,0.3,11.3,0
2,2021-03-01 01:52:10,2021-03-01 01:53:37,5,.21,1,N,48,48,3,-3,-0.5,-0.5,0,0,-0.3,-6.8,-2.5
2,2021-03-01 01:52:10,2021-03-01 01:53:37,5,.21,1,N,48,48,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,2021-03-01 01:01:26,2021-03-01 01:15:37,2,7.62,1,N,132,135,1,22.5,0.5,0.5,4.76,0,0.3,28.56,0
2,2021-03-01 01:49:19,2021-03-01 02:25:30,1,21.35,1,N,132,22,1,57,0.5,0.5,11.66,0,0.3,69.96,0
2,2021-03-01 01:32:19,2021-03-01 01:37:55,1,2.18,1,N,137,4,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2021-03-01 01:56:28,2021-03-01 01:59:20,1,1.03,1,N,48,142,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,2021-03-01 01:05:46,2021-03-01 01:09:09,1,1.57,1,N,264,264,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,2021-03-01 01:24:49,2021-03-01 01:44:15,1,6.90,1,N,186,116,2,22.5,3,0.5,0,0,0.3,26.3,2.5
1,2021-03-01 01:25:18,2021-03-01 01:31:12,1,1.70,1,N,186,163,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,2021-03-01 01:59:52,2021-03-01 02:02:10,1,.80,1,N,162,170,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5
1,2021-03-01 01:31:23,2021-03-01 01:46:49,1,.00,1,N,62,72,1,17.48,0,0.5,0,0,0.3,18.28,0
1,2021-03-01 01:47:41,2021-03-01 02:11:52,1,.00,1,N,72,66,1,26.68,0,0.5,0,0,0.3,27.48,0
2,2021-03-01 01:57:32,2021-03-01 02:10:47,1,6.45,1,N,132,258,2,18.5,0.5,0.5,0,0,0.3,19.8,0
2,2021-03-01 01:55:42,2021-03-01 02:31:21,2,21.12,2,N,132,243,2,52,0,0.5,0,6.12,0.3,58.92,0
2,2021-03-01 01:24:03,2021-03-01 01:51:16,2,9.29,1,N,50,95,1,29,0.5,0.5,6.56,0,0.3,39.36,2.5
2,2021-03-01 01:16:06,2021-03-01 01:26:36,1,2.45,1,N,233,143,1,10.5,0.5,0.5,1,0,0.3,15.3,2.5
2,2021-03-01 01:50:54,2021-03-01 02:10:42,1,12.41,1,N,132,56,2,34.5,0.5,0.5,0,0,0.3,35.8,0
2,2021-03-01 01:56:25,2021-03-01 02:02:45,1,.95,1,N,140,229,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2021-03-01 01:54:52,2021-03-01 02:22:54,1,19.05,1,N,132,185,2,51,0.5,0.5,0,0,0.3,52.3,0
2,2021-03-01 01:42:37,2021-03-01 01:58:38,1,7.40,1,N,143,243,1,23,0.5,0.5,5.36,0,0.3,32.16,2.5
2,2021-03-01 01:02:00,2021-03-01 01:29:39,1,10.30,1,N,163,61,2,31,0.5,0.5,0,0,0.3,34.8,2.5
1,2021-03-01 01:04:54,2021-03-01 01:05:12,1,.00,5,N,264,140,1,67.5,0,0,7,0,0.3,74.8,0
1,2021-03-01 01:53:09,2021-03-01 02:02:34,1,4.40,1,N,74,243,1,14,0.5,0.5,3.05,0,0.3,18.35,0
1,2021-03-01 02:17:55,2021-03-01 02:26:45,1,3.20,1,N,230,146,1,11.5,3,0.5,4.7,0,0.3,20,2.5
2,2021-03-01 02:26:51,2021-03-01 02:41:10,1,2.49,1,N,163,170,2,12,0.5,0.5,0,0,0.3,15.8,2.5
2,2021-03-01 02:13:59,2021-03-01 02:17:26,2,.79,1,N,234,107,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5
2,2021-03-01 02:25:37,2021-03-01 02:36:30,2,1.56,1,N,107,158,1,8.5,0.5,0.5,2,0,0.3,14.3,2.5
2,2021-03-01 02:49:03,2021-03-01 03:12:59,2,8.33,1,N,107,116,2,25.5,0.5,0.5,0,0,0.3,29.3,2.5
2,2021-03-01 02:06:05,2021-03-01 02:19:50,1,3.77,1,N,211,54,1,13,0.5,0.5,5.04,0,0.3,21.84,2.5
2,2021-03-01 02:57:05,2021-03-01 03:05:31,4,3.23,1,N,186,261,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
1,2021-03-01 02:32:25,2021-03-01 02:42:27,1,2.10,1,N,237,143,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,2021-03-01 02:39:44,2021-03-01 02:39:46,1,.00,3,N,247,247,1,20,0.5,0,0,0,0.3,20.8,0
2,2021-03-01 02:43:21,2021-03-01 02:46:15,1,1.21,1,N,229,137,1,5.5,0.5,0.5,2.33,0,0.3,11.63,2.5
2,2021-03-01 02:01:30,2021-03-01 02:06:26,1,1.46,1,N,90,161,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2021-03-01 02:19:37,2021-03-01 02:23:40,1,.65,1,N,230,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,2021-03-01 02:35:55,2021-03-01 02:46:53,1,3.90,1,N,142,226,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
1,2021-03-01 02:15:25,2021-03-01 02:21:02,1,1.20,1,N,186,50,2,6.5,3,0.5,0,0,0.3,10.3,2.5
1,2021-03-01 02:46:55,2021-03-01 02:51:59,1,1.30,1,N,230,164,1,6.5,3,0.5,0,0,0.3,10.3,2.5
2,2021-03-01 02:29:05,2021-03-01 02:30:41,1,.36,1,N,41,41,1,3.5,0.5,0.5,0,0,0.3,4.8,0
1,2021-03-01 02:13:27,2021-03-01 02:33:19,1,4.80,1,N,263,69,2,18.5,3,0.5,0,0,0.3,22.3,2.5
